,title,genres,overview,cast,crew,summary
536,blade runner,"['ScienceFiction', 'Drama', 'Thriller']","['In', 'the', 'smog-choked', 'dystopian', 'Los', 'Angeles', 'of', '2019,', 'blade', 'runner', 'Rick', 'Deckard', 'is', 'called', 'out', 'of', 'retirement', 'to', 'terminate', 'a', 'quartet', 'of', 'replicants', 'who', 'have', 'escaped', 'to', 'Earth', 'seeking', 'their', 'creator', 'for', 'a', 'way', 'to', 'extend', 'their', 'short', 'life', 'spans.']","['HarrisonFord', 'RutgerHauer', 'SeanYoung', 'EdwardJamesOlmos', 'M.EmmetWalsh', 'DarylHannah', 'WilliamSanderson', 'BrionJames', 'JoeTurkel', 'JoannaCassidy', 'JamesHong', 'MorganPaull', 'KevinThompson', 'JohnEdwardAllen', 'HyPyke', 'KimikoHiroshige', 'BobOkazaki', 'CarolynDeMirjian', 'BenAstar', 'JudithBurnett', 'LeoGorceyJr.', 'DawnaLeeHeising', 'SharonHesky', 'KellyHine', 'TomHutchinson', 'CharlesKnapp', 'RoseMascari', 'JirôOkazaki', 'StevePope', 'RobertReiter', 'AlexisRhee']",['RidleyScott'],"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans. ScienceFiction Drama Thriller HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos M.EmmetWalsh DarylHannah WilliamSanderson BrionJames JoeTurkel JoannaCassidy JamesHong MorganPaull KevinThompson JohnEdwardAllen HyPyke KimikoHiroshige BobOkazaki CarolynDeMirjian BenAstar JudithBurnett LeoGorceyJr. DawnaLeeHeising SharonHesky KellyHine TomHutchinson CharlesKnapp RoseMascari JirôOkazaki StevePope RobertReiter AlexisRhee RidleyScott"
579,home alone,"['Comedy', 'Family']","['Eight-year-old', 'Kevin', 'McCallister', 'makes', 'the', 'most', 'of', 'the', 'situation', 'after', 'his', 'family', 'unwittingly', 'leaves', 'him', 'behind', 'when', 'they', 'go', 'on', 'Christmas', 'vacation.', 'But', 'when', 'a', 'pair', 'of', 'bungling', 'burglars', 'set', 'their', 'sights', 'on', ""Kevin's"", 'house,', 'the', 'plucky', 'kid', 'stands', 'ready', 'to', 'defend', 'his', 'territory.', 'By', 'planting', 'booby', 'traps', 'galore,', 'adorably', 'mischievous', 'Kevin', 'stands', 'his', 'ground', 'as', 'his', 'frantic', 'mother', 'attempts', 'to', 'race', 'home', 'before.']","['MacaulayCulkin', 'JoePesci', 'DanielStern', 'JohnHeard', ""CatherineO'Hara"", 'RobertsBlossom', 'DevinRatray', 'MichaelC.Maronna', 'HillaryWolf', 'AngelaGoethals', 'GerryBamman', 'TerrieSnell', 'JedidiahCohen', 'SentaMoses', 'DaianaCampeanu', 'KieranCulkin', 'AnnaSlotky', 'KristinMinter', 'JohnCandy', 'RalphFoody', 'LarryHankin', 'KenHudsonCampbell', 'HopeDavis', 'BillieBird', 'BillErwin', 'JeffreyWiseman', 'VirginiaSmith', 'RayToler', 'ClarkeDevereux', 'DanCharlesZukoski', 'MattDoherty']",['ChrisColumbus'],"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before. Comedy Family MacaulayCulkin JoePesci DanielStern JohnHeard CatherineO'Hara RobertsBlossom DevinRatray MichaelC.Maronna HillaryWolf AngelaGoethals GerryBamman TerrieSnell JedidiahCohen SentaMoses DaianaCampeanu KieranCulkin AnnaSlotky KristinMinter JohnCandy RalphFoody LarryHankin KenHudsonCampbell HopeDavis BillieBird BillErwin JeffreyWiseman VirginiaSmith RayToler ClarkeDevereux DanCharlesZukoski MattDoherty ChrisColumbus"
581,aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']","['Princess', 'Jasmine', 'grows', 'tired', 'of', 'being', 'forced', 'to', 'remain', 'in', 'the', 'palace', 'and', 'she', 'sneaks', 'out', 'into', 'the', 'marketplace', 'in', 'disguise', 'where', 'she', 'meets', 'street-urchin', 'Aladdin', 'and', 'the', 'two', 'fall', 'in', 'love,', 'although', 'she', 'may', 'only', 'marry', 'a', 'prince.', 'After', 'being', 'thrown', 'in', 'jail,', 'Aladdin', 'and', 'becomes', 'embroiled', 'in', 'a', 'plot', 'to', 'find', 'a', 'mysterious', 'lamp', 'with', 'which', 'the', 'evil', 'Jafar', 'hopes', 'to', 'rule', 'the', 'land.']","['ScottWeinger', 'RobinWilliams', 'LindaLarkin', 'JonathanFreeman', 'FrankWelker', 'GilbertGottfried', 'DouglasSeale', 'CharlieAdler', 'CoreyBurton', 'JimCummings', 'JackAngel', 'PhilipL.Clarke', 'JenniferDarling', 'JerryHouser', 'SherryLynn', 'MickieMcGowan', 'PatrickPinney', 'PhilProctor', 'DebiDerryberry', 'VeraLockwood', 'BruceAdler', 'BradKane', 'LeaSalonga', 'HalSmith']","['RonClements', 'JohnMusker']","Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land. Animation Family Comedy Adventure Fantasy Romance ScottWeinger RobinWilliams LindaLarkin JonathanFreeman FrankWelker GilbertGottfried DouglasSeale CharlieAdler CoreyBurton JimCummings JackAngel PhilipL.Clarke JenniferDarling JerryHouser SherryLynn MickieMcGowan PatrickPinney PhilProctor DebiDerryberry VeraLockwood BruceAdler BradKane LeaSalonga HalSmith RonClements JohnMusker"
588,beauty and the beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']","['Follow', 'the', 'adventures', 'of', 'Belle,', 'a', 'bright', 'young', 'woman', 'who', 'finds', 'herself', 'in', 'the', 'castle', 'of', 'a', 'prince', ""who's"", 'been', 'turned', 'into', 'a', 'mysterious', 'beast.', 'With', 'the', 'help', 'of', 'the', ""castle's"", 'enchanted', 'staff,', 'Belle', 'soon', 'learns', 'the', 'most', 'important', 'lesson', 'of', 'all', '--', 'that', 'true', 'beauty', 'comes', 'from', 'within.']","[""PaigeO'Hara"", 'RobbyBenson', 'RichardWhite', 'JerryOrbach', 'DavidOgdenStiers', 'AngelaLansbury', 'RexEverhart', 'JesseCorti', 'BradleyPierce', 'HalSmith', 'JoAnneWorley', 'MaryKayBergman', 'KathSoucie', 'AlvinEpstein', 'TonyJay', 'BrianCummings', 'AlecMurphy', 'KimmyRobertson', 'FrankWelker', 'AlexMurphy', 'DavidOgdenStiers']","['GaryTrousdale', 'KirkWise']","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within. Romance Family Animation Fantasy Music PaigeO'Hara RobbyBenson RichardWhite JerryOrbach DavidOgdenStiers AngelaLansbury RexEverhart JesseCorti BradleyPierce HalSmith JoAnneWorley MaryKayBergman KathSoucie AlvinEpstein TonyJay BrianCummings AlecMurphy KimmyRobertson FrankWelker AlexMurphy DavidOgdenStiers GaryTrousdale KirkWise"
638,mission: impossible,"['Adventure', 'Action', 'Thriller']","['When', 'Ethan', 'Hunt,', 'the', 'leader', 'of', 'a', 'crack', 'espionage', 'team', 'whose', 'perilous', 'operation', 'has', 'gone', 'awry', 'with', 'no', 'explanation,', 'discovers', 'that', 'a', 'mole', 'has', 'penetrated', 'the', 'CIA,', ""he's"", 'surprised', 'to', 'learn', 'that', ""he's"", 'the', 'No.', '1', 'suspect.', 'To', 'clear', 'his', 'name,', 'Hunt', 'now', 'must', 'ferret', 'out', 'the', 'real', 'double', 'agent', 'and,', 'in', 'the', 'process,', 'even', 'the', 'score.']","['TomCruise', 'JonVoight', 'EmmanuelleBéart', 'HenryCzerny', 'JeanReno', 'VingRhames', 'KristinScottThomas', 'VanessaRedgrave', 'DaleDye', 'MarcelIureș', 'IonCaramitru', 'IngeborgaDapkunaite', 'ValentinaYakunina', 'MarekVašut', 'NathanOsgood', 'EmilioEstevez', 'MichaelRogers', 'KeithCampbell', 'JohnMcLaughlin', 'KarelDobrý', 'AndreasWisniewski', 'RiccoRoss', 'MarkHoughton', 'AnnabelMullion', 'GarrickHagon', 'OlegarFedoro', 'DavidSchneider', 'HelenLindsay', 'JohnKnoll', 'RolfSaxon']",['BrianDePalma'],"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score. Adventure Action Thriller TomCruise JonVoight EmmanuelleBéart HenryCzerny JeanReno VingRhames KristinScottThomas VanessaRedgrave DaleDye MarcelIureș IonCaramitru IngeborgaDapkunaite ValentinaYakunina MarekVašut NathanOsgood EmilioEstevez MichaelRogers KeithCampbell JohnMcLaughlin KarelDobrý AndreasWisniewski RiccoRoss MarkHoughton AnnabelMullion GarrickHagon OlegarFedoro DavidSchneider HelenLindsay JohnKnoll RolfSaxon BrianDePalma"
727,a close shave,"['Family', 'Animation', 'Comedy']","['Wallace', 'falls', 'in', 'love', 'with', 'wool-shop', 'owner', 'Wendolene,', 'not', 'suspecting', 'that', 'she', '(or', 'rather,', 'her', 'dog)', 'is', 'at', 'the', 'head', 'of', 'a', 'fiendish', 'sheep-rustling', 'plot.', 'Gromit', 'is', 'set', 'up', 'and', 'jailed,', 'but', 'his', 'new-found', 'sheepish', 'friend', 'is', 'determine', 'to', 'give', 'Wallace', 'a', 'helping', 'hand', 'in', 'finding', 'out', 'the', 'real', 'truth.']","['PeterSallis', 'AnneReid']",['NickPark'],"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth. Family Animation Comedy PeterSallis AnneReid NickPark"
753,touki bouki,"['Drama', 'Romance']","['A', 'cowherd', 'with', 'a', 'skull-mounted', 'motorcycle', 'and', 'a', 'university', 'student', 'meet', 'in', 'Dakar;', 'put', 'off', 'by', 'life', 'in', 'Senegal,', 'they', 'plan', 'to', 'make', 'money', 'in', 'Paris.']","['MagayeNiang', 'AminataFall', 'OusseynouDiop', 'JosephineBaker', 'ChristophColomb', 'MustaphaTure', 'NdouLabia']",['DjibrilDiopMambéty'],"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris. Drama Romance MagayeNiang AminataFall OusseynouDiop JosephineBaker ChristophColomb MustaphaTure NdouLabia DjibrilDiopMambéty"
758,trainspotting,"['Drama', 'Crime']","['Renton,', 'deeply', 'immersed', 'in', 'the', 'Edinburgh', 'drug', 'scene,', 'tries', 'to', 'clean', 'up', 'and', 'get', 'out,', 'despite', 'the', 'allure', 'of', 'the', 'drugs', 'and', 'influence', 'of', 'friends.']","['EwanMcGregor', 'EwenBremner', 'JonnyLeeMiller', 'RobertCarlyle', 'KellyMacdonald', 'KevinMcKidd', 'PeterMullan', 'JamesCosmo', 'EileenNicholas', 'SusanVidler', 'PaulineLynch', 'ShirleyHenderson', 'StuartMcQuarrie', 'KeithAllen', 'KevinAllen', 'IrvineWelsh', 'EddieNestor', 'AnnieLouiseRoss', 'BillyRiddoch', 'DaleWinton', 'HughRoss', 'VictorEadie', 'KateDonnelly']",['DannyBoyle'],"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends. Drama Crime EwanMcGregor EwenBremner JonnyLeeMiller RobertCarlyle KellyMacdonald KevinMcKidd PeterMullan JamesCosmo EileenNicholas SusanVidler PaulineLynch ShirleyHenderson StuartMcQuarrie KeithAllen KevinAllen IrvineWelsh EddieNestor AnnieLouiseRoss BillyRiddoch DaleWinton HughRoss VictorEadie KateDonnelly DannyBoyle"
825,escape from l.a.,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['This', 'time,', 'a', 'cataclysmic', 'temblor', 'hits', 'Los', 'Angeles,', 'turning', 'it', 'into', 'an', 'island.', 'The', 'president', 'views', 'the', 'quake', 'as', 'a', 'sign', 'from', 'above,', 'expels', 'Los', 'Angeles', 'from', 'the', 'country', 'and', 'makes', 'it', 'a', 'penal', 'colony', 'for', 'those', 'found', 'guilty', 'of', 'moral', 'crimes.', 'When', 'his', 'daughter,', 'part', 'of', 'a', 'resistance', 'movement,', 'steals', 'the', 'control', 'unit', 'for', 'a', 'doomsday', 'weapon,', 'Snake', 'again', 'gets', 'tapped', 'to', 'save', 'the', 'day.']","['KurtRussell', 'StacyKeach', 'SteveBuscemi', 'PamGrier', 'CliffRobertson', 'GeorgesCorraface', 'MichelleForbes', 'ValeriaGolino', 'A.J.Langer', 'PeterFonda', 'BruceCampbell', 'LelandOrser', 'JeffImada', 'AlLeong', 'JamesLew', 'JulienCesario', 'BreckinMeyer']",['JohnCarpenter'],"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day. Action Adventure ScienceFiction Thriller KurtRussell StacyKeach SteveBuscemi PamGrier CliffRobertson GeorgesCorraface MichelleForbes ValeriaGolino A.J.Langer PeterFonda BruceCampbell LelandOrser JeffImada AlLeong JamesLew JulienCesario BreckinMeyer JohnCarpenter"
834,the godfather,"['Drama', 'Crime']","['Spanning', 'the', 'years', '1945', 'to', '1955,', 'a', 'chronicle', 'of', 'the', 'fictional', 'Italian-American', 'Corleone', 'crime', 'family.', 'When', 'organized', 'crime', 'family', 'patriarch,', 'Vito', 'Corleone', 'barely', 'survives', 'an', 'attempt', 'on', 'his', 'life,', 'his', 'youngest', 'son,', 'Michael', 'steps', 'in', 'to', 'take', 'care', 'of', 'the', 'would-be', 'killers,', 'launching', 'a', 'campaign', 'of', 'bloody', 'revenge.']","['MarlonBrando', 'AlPacino', 'JamesCaan', 'RichardS.Castellano', 'RobertDuvall', 'SterlingHayden', 'JohnMarley', 'RichardConte', 'AlLettieri', 'DianeKeaton', 'AbeVigoda', 'TaliaShire', 'GianniRusso', 'JohnCazale', 'RudyBond', 'AlMartino', 'MorganaKing', 'LennyMontana', 'JohnMartino', 'SalvatoreCorsitto', 'AlexRocco', 'TonyGiorgio', 'VictorRendina', 'SimonettaStefanelli', 'SaroUrzì', 'SofiaCoppola', 'LouisGuss', 'GabrieleTorrei', 'TonyKing', 'RichardBright', 'VitoScotti', 'TereLivrano', 'JulieGregg', 'AngeloInfanti', 'CorradoGaipa', 'FrancoCitti', 'MaxBrandt', 'CarmineCoppola', 'RomanCoppola', 'DonCostello', 'RobertDahdah', 'GrayFrederickson', 'RonGilbert', 'JoeLoGrippo', 'SonnyGrosso', 'RandyJurgensen', 'TonyLip', 'LouMartiniJr.', 'RaymondMartino', 'JosephMedaglia', 'RickPetrucelli', 'SalRichards', 'TomRosqui', 'FrankSivero', 'FilomenaSpagnuolo', 'JoeSpinell', 'NickVallelonga', 'ConradYama']",['FrancisFordCoppola'],"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge. Drama Crime MarlonBrando AlPacino JamesCaan RichardS.Castellano RobertDuvall SterlingHayden JohnMarley RichardConte AlLettieri DianeKeaton AbeVigoda TaliaShire GianniRusso JohnCazale RudyBond AlMartino MorganaKing LennyMontana JohnMartino SalvatoreCorsitto AlexRocco TonyGiorgio VictorRendina SimonettaStefanelli SaroUrzì SofiaCoppola LouisGuss GabrieleTorrei TonyKing RichardBright VitoScotti TereLivrano JulieGregg AngeloInfanti CorradoGaipa FrancoCitti MaxBrandt CarmineCoppola RomanCoppola DonCostello RobertDahdah GrayFrederickson RonGilbert JoeLoGrippo SonnyGrosso RandyJurgensen TonyLip LouMartiniJr. RaymondMartino JosephMedaglia RickPetrucelli SalRichards TomRosqui FrankSivero FilomenaSpagnuolo JoeSpinell NickVallelonga ConradYama FrancisFordCoppola"
993,cinderella,"['Family', 'Fantasy', 'Animation', 'Romance']","['Cinderella', 'has', 'faith', 'her', 'dreams', 'of', 'a', 'better', 'life', 'will', 'come', 'true.', 'With', 'help', 'from', 'her', 'loyal', 'mice', 'friends', 'and', 'a', 'wave', 'of', 'her', 'Fairy', ""Godmother's"", 'wand,', ""Cinderella's"", 'rags', 'are', 'magically', 'turned', 'into', 'a', 'glorious', 'gown', 'and', 'off', 'she', 'goes', 'to', 'the', 'Royal', 'Ball.', 'But', 'when', 'the', 'clock', 'strikes', 'midnight,', 'the', 'spell', 'is', 'broken,', 'leaving', 'a', 'single', 'glass', 'slipper...', 'the', 'only', 'key', 'to', 'the', 'ultimate', 'fairy-tale', 'ending!']","['IleneWoods', 'EleanorAudley', 'LucilleBliss', 'VernaFelton', 'HeleneStanley', 'JamesMacDonald', 'LuisvanRooten', 'DonBarclay', 'ClaireDuBrey', 'RhodaWilliams', 'MarionDarlington']","['ClydeGeronimi', 'WilfredJackson', 'HamiltonLuske']","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending! Family Fantasy Animation Romance IleneWoods EleanorAudley LucilleBliss VernaFelton HeleneStanley JamesMacDonald LuisvanRooten DonBarclay ClaireDuBrey RhodaWilliams MarionDarlington ClydeGeronimi WilfredJackson HamiltonLuske"
1004,the fox and the hound,"['Adventure', 'Animation', 'Drama', 'Family']","['When', 'a', 'feisty', 'little', 'fox', 'named', 'Tod', 'is', 'adopted', 'into', 'a', 'farm', 'family,', 'he', 'quickly', 'becomes', 'friends', 'with', 'a', 'fun', 'and', 'adorable', 'hound', 'puppy', 'named', 'Copper.', 'Life', 'is', 'full', 'of', 'hilarious', 'adventures', 'until', 'Copper', 'is', 'expected', 'to', 'take', 'on', 'his', 'role', 'as', 'a', 'hunting', 'dog', '--', 'and', 'the', 'object', 'of', 'his', 'search', 'is', 'his', 'best', 'friend!']","['MickeyRooney', 'KurtRussell', 'PearlBailey', 'JackAlbertson', 'SandyDuncan', 'JeanetteNolan', 'PatButtram', 'JohnFiedler', 'JohnMcIntire', 'RichardBakalyan', 'PaulWinchell', 'KeithCoogan', 'CoreyFeldman']","['TedBerman', 'ArtStevens', 'RichardRich']","When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend! Adventure Animation Drama Family MickeyRooney KurtRussell PearlBailey JackAlbertson SandyDuncan JeanetteNolan PatButtram JohnFiedler JohnMcIntire RichardBakalyan PaulWinchell KeithCoogan CoreyFeldman TedBerman ArtStevens RichardRich"
1034,aladdin and the king of thieves,"['Adventure', 'Animation', 'Family']","['Legendary', 'secrets', 'are', 'revealed', 'as', 'Aladdin', 'and', 'his', 'friends—Jasmine,', 'Abu,', 'Carpet', 'and,', 'of', 'course,', 'the', 'always', 'entertaining', 'Genie—face', 'all', 'sorts', 'of', 'terrifying', 'threats', 'and', 'make', 'some', 'exciting', 'last-minute', 'escapes', 'pursuing', 'the', 'King', 'Of', 'Thieves', 'and', 'his', 'villainous', 'crew.']","['ScottWeinger', 'LindaLarkin', 'RobinWilliams', 'JohnRhys-Davies', 'GilbertGottfried', 'JerryOrbach', 'ValBettin', 'FrankWelker', 'JimCummings', 'CCHPounder']",['TadStones'],"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew. Adventure Animation Family ScottWeinger LindaLarkin RobinWilliams JohnRhys-Davies GilbertGottfried JerryOrbach ValBettin FrankWelker JimCummings CCHPounder TadStones"
1056,dirty dancing,"['Drama', 'Music', 'Romance']","['Expecting', 'the', 'usual', 'tedium', 'that', 'accompanies', 'a', 'summer', 'in', 'the', 'Catskills', 'with', 'her', 'family,', '17-year-old', 'Frances', ""'Baby'"", 'Houseman', 'is', 'surprised', 'to', 'find', 'herself', 'stepping', 'into', 'the', 'shoes', 'of', 'a', 'professional', 'hoofer', '–', 'and', 'unexpectedly', 'falling', 'in', 'love.']","['JenniferGrey', 'PatrickSwayze', 'JerryOrbach', 'CynthiaRhodes', 'JackWeston', 'JaneBrucker', 'KellyBishop', 'LonnyPrice', 'MaxCantor', ""Charles'Honi'Coles"", 'NealJones', 'CousinBrucieMorrow', 'WayneKnight', 'PaulaTrueman', 'AlvinMyerovich', 'MirandaGarrison', 'GarryGoodrow', 'AntonePagan', 'ThomasCannold', 'HeatherLeaGerdes', 'JesusFuentes', 'M.R.Fletcher', 'KarenGetz', 'AndrewCharlesKoch', 'D.A.Pauley', 'JenniferStahl', 'DorianSanchez']",['EmileArdolino'],"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love. Drama Music Romance JenniferGrey PatrickSwayze JerryOrbach CynthiaRhodes JackWeston JaneBrucker KellyBishop LonnyPrice MaxCantor Charles'Honi'Coles NealJones CousinBrucieMorrow WayneKnight PaulaTrueman AlvinMyerovich MirandaGarrison GarryGoodrow AntonePagan ThomasCannold HeatherLeaGerdes JesusFuentes M.R.Fletcher KarenGetz AndrewCharlesKoch D.A.Pauley JenniferStahl DorianSanchez EmileArdolino"
1060,basic instinct,"['Thriller', 'Mystery']","['A', 'police', 'detective', 'is', 'in', 'charge', 'of', 'the', 'investigation', 'of', 'a', 'brutal', 'murder,', 'in', 'which', 'a', 'beautiful', 'and', 'seductive', 'woman', 'could', 'be', 'involved.']","['MichaelDouglas', 'SharonStone', 'GeorgeDzundza', 'JeanneTripplehorn', 'DenisArndt', 'LeilaniSarelle', 'BruceA.Young', 'ChelcieRoss', 'DorothyMalone', 'WayneKnight', 'DanielvonBargen', 'StephenTobolowsky', 'BenjaminMouton', 'JackMcGee', 'BillCable', 'StephenRowe', 'MitchPileggi', 'MaryPatGleason', 'FredaFohShen', 'WilliamDuff-Griffin', 'JamesRebhorn', 'DavidWells', 'MaryAnnRodgers', 'AdilahBarnes', 'IreneOlgaLópez', 'JuanitaJennings', 'CraigC.Lewis', 'MichaelDavidLally', 'PeterAppel', 'MichaelHalton', 'KeithMcDaniel', 'EricPoppick', 'RonCacas', 'KaylaBlake', 'BradfordEnglish']",['PaulVerhoeven'],"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved. Thriller Mystery MichaelDouglas SharonStone GeorgeDzundza JeanneTripplehorn DenisArndt LeilaniSarelle BruceA.Young ChelcieRoss DorothyMalone WayneKnight DanielvonBargen StephenTobolowsky BenjaminMouton JackMcGee BillCable StephenRowe MitchPileggi MaryPatGleason FredaFohShen WilliamDuff-Griffin JamesRebhorn DavidWells MaryAnnRodgers AdilahBarnes IreneOlgaLópez JuanitaJennings CraigC.Lewis MichaelDavidLally PeterAppel MichaelHalton KeithMcDaniel EricPoppick RonCacas KaylaBlake BradfordEnglish PaulVerhoeven"
1094,escape from new york,"['ScienceFiction', 'Action']","['In', '1997,', 'the', 'island', 'of', 'Manhattan', 'has', 'been', 'walled', 'off', 'and', 'turned', 'into', 'a', 'giant', 'maximum', 'security', 'prison', 'within', 'which', 'the', ""country's"", 'worst', 'criminals', 'are', 'left', 'to', 'form', 'their', 'own', 'anarchic', 'society.', 'However,', 'when', 'the', 'President', 'of', 'the', 'United', 'States', 'crash', 'lands', 'on', 'the', 'island,', 'the', 'authorities', 'turn', 'to', 'a', 'former', 'soldier', 'and', 'current', 'convict,', 'Snake', 'Plissken,', 'to', 'rescue', 'him.']","['KurtRussell', 'LeeVanCleef', 'ErnestBorgnine', 'DonaldPleasence', 'IsaacHayes', 'HarryDeanStanton', 'AdrienneBarbeau', 'TomAtkins', 'FrankDoubleday', 'JohnStrobel', 'SeasonHubley', 'CharlesCyphers', 'JohnCothran,Jr.', 'GeorgeBuckFlower']",['JohnCarpenter'],"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him. ScienceFiction Action KurtRussell LeeVanCleef ErnestBorgnine DonaldPleasence IsaacHayes HarryDeanStanton AdrienneBarbeau TomAtkins FrankDoubleday JohnStrobel SeasonHubley CharlesCyphers JohnCothran,Jr. GeorgeBuckFlower JohnCarpenter"
1110,the wrong trousers,"['Animation', 'Comedy', 'Family']","['Gromit', 'finds', 'himself', 'being', 'pushed', 'out', 'of', 'his', 'room', 'and', 'home', 'by', 'a', 'new', 'lodger', 'who', 'is', 'actually', 'a', 'ruthless', 'criminal', '(and', 'a', 'small', 'penguin).', 'The', 'penguin', 'is', 'planning', 'a', 'robbery', 'and', 'needs', 'to', 'use', 'Wallace', 'and', 'his', 'mechanical', 'remote', 'controlled', 'trousers', 'to', 'pull', 'off', 'the', 'raid.', 'However,', 'Gromit', 'is', 'wise', 'to', 'the', 'penguin', 'and', 'comes', 'to', 'the', 'rescue.']",['PeterSallis'],['NickPark'],"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue. Animation Comedy Family PeterSallis NickPark"
